"wipp_y","WGRCOR","WMICDFLG","WGRMICI","WGRMICH","WFBETCEL","WRGSSAT","WRBRNSAT","WASTWICK","SHPRMCLY","SHPRMCON","SHPRMSAP","SHPRMDRZ","SHPRNHAL","SHRGSSAT","SHRBRSAT","SHBCEXP","HALPOR","HALPRM","HALCOMP","ANHPRM","ANHCOMP","ANHBCVGP","ANRBRSAT","ANRGSSAT","ANHBCEXP","SALPRES","BPINTPRS","BPPRM","BPCOMP","BHPERM","BPMAP"
39805.387,1.44e-14,1,6.5e-09,9.04e-10,0.397,0.1273,0.0624,0.3503,-18.39,-18.17,-18.45,-14.26,0.3274,0.1507,0.07746,0.7198,0.02645,-21.09,1.387e-11,-19,8.459e-11,4,0.1003,0.05644,0.6997,12840000,14180000,-12.98,-9.449,-13.62,11
69912.375,1.42e-14,0,2.09e-09,1.22e-09,0.121,0.1452,0.1884,0.1631,-17.9,-18.03,-18.26,-15.77,0.4384,0.2242,0.09435,0.302,0.002929,-22.18,8.053e-11,-18.15,1.728e-11,4,0.09399,0.03488,0.6107,12300000,13080000,-12.24,-9.538,-11.76,27
63660.891,1.08e-14,0,3.19e-09,1.1e-09,0.854,0.01561,0.1982,0.5634,-18.68,-19.04,-19.57,-15.11,0.1417,0.2293,0.1294,1.807,0.00688,-21.72,4.422e-11,-18.93,9.553e-11,4,0.1218,0.08541,0.6582,13860000,13610000,-12.05,-9.814,-11.45,16
55045.602,5.24e-15,2,5.68e-09,6.58e-10,0.0612,0.1175,0.2704,0.8876,-18.82,-18.22,-19.77,-15.81,0.5475,0.3945,0.393,0.5649,0.02492,-21.4,3.029e-11,-19.02,1.011e-10,1,0.1099,0.137,0.6185,13110000,13320000,-11.47,-10.12,-11.74,12
23674.795,1.99e-15,2,2.41e-09,3.89e-10,0.4,0.03141,0.04703,0.3745,-18.09,-18.44,-19.01,-15.16,0.02871,0.3609,0.2999,5.575,0.005312,-23.56,1.589e-10,-18.3,1.09e-11,4,0.09857,0.1082,0.6392,12400000,12720000,-12.35,-10.26,-12.44,21
20667.184,9.93e-15,0,7.36e-09,8.13e-10,0.0825,0.09551,0.01245,0.6715,-19.97,-20.09,-19.3,-14.53,0.9828,0.2175,0.05253,4.78,0.002528,-23.98,1.92e-10,-18.69,5.917e-11,4,0.1089,0.04514,0.5409,12130000,13490000,-11.66,-9.74,-11.99,1
29019.506,5.59e-15,0,3.162e-09,6.718e-10,0.7515,0.02858,0.02577,0.4259,-18.62,-17.21,-20.48,-15.42,0.941,0.3789,0.00145,5.43,0.01434,-23.51,1.625e-10,-18.85,7.544e-11,1,0.05879,0.06287,0.6177,12360000,14140000,-11.75,-9.541,-13.27,5
68241.055,5.9e-15,0,7.986e-09,4.86e-10,0.4389,0.05487,0.2406,0.0006692,-19.19,-18.56,-20.28,-16.36,0.4772,0.1447,0.3135,2.666,0.01991,-22.78,1.4e-10,-18.02,1.09e-11,4,0.174,0.06092,0.6433,11960000,12540000,-12.76,-9.504,-12.99,23
17073.979,8.44e-15,2,6.396e-09,4.688e-10,0.9899,0.06004,0.05246,0.1909,-20.05,-18.66,-19.6,-15.88,0.8625,0.1678,0.1647,2.964,0.0106,-23.45,1.67e-10,-19.46,1.643e-10,1,0.08358,0.08292,0.637,13380000,15030000,-11.56,-9.427,-13.07,32
46993.938,3.48e-15,2,6.98e-09,5.271e-10,0.31,0.1492,0.5213,0.9939,-20.16,-18.61,-19.11,-16.07,0.7066,0.3124,0.02183,8.094,0.02044,-23.66,1.733e-10,-18.75,6.824e-11,4,0.09074,0.1117,0.6335,13150000,13110000,-13.18,-9.334,-12.4,14
9772.4092,1.553e-14,1,3.467e-09,1.077e-09,0.8911,0.1321,0.4362,0.58,-20.27,-18.14,-20.56,-15.2,0.3987,0.03544,0.4127,7.969,0.002242,-21.36,2.527e-11,-19.04,9.223e-11,4,0.09814,0.06402,0.5095,11390000,13860000,-13.42,-9.469,-13.48,21
17580.674,6.86e-15,2,6.88e-09,8.956e-10,0.4245,0.06286,0.1405,0.7522,-17.7,-19.23,-19.18,-15.46,0.2967,0.1041,0.256,7.836,0.01187,-21.59,4.224e-11,-18.53,4.952e-11,1,0.1247,0.08191,0.6646,13750000,15130000,-10.78,-9.487,-13.36,24
39241.082,1.326e-14,0,8.686e-09,9.909e-11,0.9232,0.1458,0.05545,0.1027,-18.28,-19.61,-19.41,-15.83,0.04036,0.1199,0.02656,2.524,0.02587,-21.87,5.17e-11,-19.47,1.575e-10,4,0.06946,0.04183,0.5822,12630000,14430000,-12.09,-10.3,-13.58,14
72447.094,1.316e-14,0,2.442e-09,4.04e-10,0.1119,0.1335,0.3202,0.5243,-17.57,-19.75,-20.25,-14.95,0.8224,0.2502,0.5197,3.684,0.009223,-23.68,1.677e-10,-17.1,1.09e-11,4,0.06994,0.166,0.6382,12740000,15250000,-11.28,-10.17,-12.19,26
71197.445,1.198e-14,1,4.835e-09,9.336e-10,0.04598,0.01337,0.449,0.09056,-19.06,-18.63,-19.68,-14.39,0.6565,0.1542,0.4472,7.213,0.02874,-23.47,1.495e-10,-19.68,1.768e-10,4,0.0546,0.06234,0.7461,13240000,13630000,-13.59,-8.443,-12.63,27
86477.445,1.61e-15,0,8.346e-09,1.178e-09,0.1895,0.1382,0.3144,0.3383,-19.15,-18.06,-20.23,-14.83,0.2786,0.2234,0.1414,0.1649,0.02745,-21.82,4.475e-11,-19.03,9.442e-11,4,0.09143,0.1126,0.6327,12820000,16250000,-10.98,-9.649,-12.78,28
13346.712,9.5e-15,0,9.305e-09,2.43e-10,0.906,0.05111,0.3306,0.9675,-18.06,-18.86,-20.61,-14.61,0.4229,0.08105,0.4551,6.494,0.004443,-22.68,1.097e-10,-18.66,4.568e-11,1,0.09977,0.05848,0.6777,12110000,11930000,-11.63,-10.19,-12.53,9
53831.336,1.06e-14,0,4.663e-09,6.231e-10,0.7612,0.1129,0.4331,0.5807,-18.87,-18.83,-19.22,-16.45,0.4061,0.1967,0.337,8.262,0.004858,-21.07,1.229e-11,-18.77,7.24e-11,1,0.06639,0.0541,0.6685,12890000,15830000,-12.2,-9.978,-11.43,19
36422.227,2.12e-15,0,4.544e-10,5.188e-10,0.2022,0.09357,0.3965,0.413,-19.72,-17.88,-19.38,-15.26,0.133,0.06145,0.5545,0.9238,0.0209,-22.76,1.153e-10,-18.97,9.123e-11,1,0.05604,0.02654,0.6239,11670000,12180000,-11.19,-10.6,-12.36,29
31165.486,3.19e-15,0,6.098e-09,7.95e-10,0.78,0.04579,0.4053,0.7195,-19.27,-19.94,-20.32,-15.52,0.6997,0.3099,0.1714,3.939,0.02292,-23.87,1.843e-10,-19.25,1.134e-10,4,0.08868,0.08373,0.7651,13770000,12460000,-11.08,-10.69,-12.92,12
42327.883,5.06e-15,2,9.771e-10,7.739e-10,0.6243,0.09002,0.002974,0.4569,-18.4,-19.13,-19.98,-14.93,0.7838,0.2078,0.2702,0.7921,0.02622,-23.37,1.562e-10,-17.6,1.09e-11,1,0.07864,0.08671,0.622,12250000,14940000,-10.57,-11.07,-13.96,19
9399.5498,3.03e-15,0,4.309e-09,1.262e-09,0.2639,0.004339,0.3745,0.7476,-18.34,-18.12,-18.67,-14.9,0.6401,0.1264,0.2079,0.2728,0.003301,-22.25,9.454e-11,-19.22,1.344e-10,4,0.07627,0.06608,0.7007,12040000,13980000,-11.83,-10.38,-13.76,23
56846.711,1.171e-14,0,3.234e-10,4.561e-10,0.7994,0.1084,0.5047,0.8075,-18.81,-19.41,-20.53,-14.63,0.894,0.2012,0.163,1.566,0.008084,-23.14,1.475e-10,-19.77,2.088e-10,1,0.07659,0.1046,0.5774,12330000,13770000,-13.98,-8.497,-13.65,30
73696.172,4.02e-15,0,4.922e-09,6.038e-10,0.7111,0.01387,0.1188,0.6089,-18.25,-18.22,-19.62,-14.33,0.2439,0.3997,0.5226,7.319,0.002273,-22.27,6.84e-11,-18.5,3.145e-11,4,0.08789,0.073,0.5966,12540000,12690000,-13.49,-8.196,-13.9,6
82362.336,1.527e-14,2,8.24e-09,1.06e-09,0.5551,0.0442,0.4637,0.05461,-19.85,-19.07,-19.48,-15.63,0.4963,0.2101,0.1168,0.5287,0.02786,-23.22,1.355e-10,-19.32,1.344e-10,1,0.09715,0.08134,0.5969,11500000,12650000,-12.57,-8.65,-11.1,2
25337.102,6.25e-15,0,6.826e-09,7.572e-10,0.9341,0.1233,0.2188,0.323,-19.44,-20.18,-19.82,-15,0.689,0.3826,0.5797,1.395,0.004286,-23.08,1.279e-10,-19.18,1.21e-10,4,0.08762,0.1098,0.6702,11040000,11620000,-10.5,-10.04,-11.71,4
96320.711,5.09e-15,0,2.99e-09,5.513e-10,0.3313,0.09775,0.03451,0.9145,-19.89,-18.62,-19.06,-15.09,0.1739,0.2915,0.3347,7.657,0.01915,-22.47,1.069e-10,-19.37,1.448e-10,1,0.007846,0.1343,0.6887,13470000,14660000,-12.85,-9.006,-11.79,24
7476.5005,1.501e-14,2,5.775e-09,7.632e-10,0.9673,0.0116,0.2479,0.5573,-20.07,-19.31,-18.37,-15.03,0.3703,0.1626,0.4179,0.2106,0.00579,-23.35,1.559e-10,-19.06,9.912e-11,4,0.04826,0.1019,0.5284,13220000,12840000,-10.15,-10.27,-13.3,32
78116.688,1.113e-14,2,1.953e-09,1.244e-10,0.1918,0.04127,0.5276,0.4653,-18.77,-19.99,-19.45,-14.88,0.807,0.2964,0.3516,0.4333,0.02175,-22.03,6.361e-11,-18.18,1.09e-11,1,0.1029,0.01398,0.6574,12510000,13060000,-11.51,-9.794,-11.58,16
25300.166,8.14e-15,1,3.679e-09,2.857e-10,0.3861,0.1051,0.5083,0.7044,-20.37,-20.28,-19.84,-14.99,0.01727,0.3642,0.005785,0.8051,0.0185,-21.22,1.573e-11,-18.89,1.117e-10,1,0.08232,0.09265,0.6735,13200000,14280000,-11.87,-9.889,-13.79,8
6708.0615,1.031e-14,1,1.579e-09,3.651e-10,0.1633,0.02749,0.4857,0.4408,-19.18,-18.71,-20.42,-15.57,0.1198,0.04669,0.2934,0.1477,0.005412,-23.28,1.316e-10,-20.01,2.242e-10,1,0.08157,0.06501,0.6233,12670000,13000000,-11.76,-9.668,-13.98,6
5075.1001,1.76e-15,1,2.26e-09,1.113e-09,0.7073,0.1044,0.2799,0.229,-18.95,-18.5,-20.12,-15.34,0.9362,0.1143,0.09983,5.193,0.003706,-22.99,1.134e-10,-21,2.75e-10,1,0.1203,0.09036,0.6929,11240000,16520000,-10.31,-10.9,-12.87,15
25920.184,2.46e-15,1,3.613e-09,7.43e-10,0.01942,0.04661,0.345,0.846,-20.75,-18.52,-19.93,-15.28,0.09485,0.01144,0.2833,0.9029,0.005607,-22.61,1.169e-10,-18.11,1.09e-11,4,0.1137,0.09498,0.7048,11930000,13800000,-11.45,-9.969,-13.31,25
27983.43,1.042e-14,1,9.452e-09,2.572e-10,0.02093,0.08051,0.02821,0.9893,-18.76,-18.53,-20.22,-15.25,0.5719,0.3079,0.1759,5.83,0.01542,-22.62,9.684e-11,-18.56,6.36e-11,1,0.07823,0.09856,0.7157,11240000,12770000,-13.38,-8.556,-13.59,32
62511.246,1.398e-14,0,1.714e-09,1.964e-10,0.3758,0.07854,0.2074,0.267,-19.55,-19.1,-20.05,-14,0.969,0.1101,0.4002,0.5875,0.004197,-22.85,1.009e-10,-18.4,3.739e-11,1,0.04987,0.03703,0.6856,12650000,14530000,-10.7,-10.63,-11.2,29
10828.402,1.261e-14,0,5.558e-10,2.22e-10,0.005953,0.007902,0.3009,0.8668,-18.52,-19.12,-18.59,-16.04,0.9992,0.02853,0.05706,4.684,0.007514,-22.21,8.644e-11,-19.56,1.592e-10,4,0.1155,0.0575,0.5684,12770000,12240000,-11.34,-10.14,-13.43,18
71623.453,4.58e-15,1,4.09e-09,1.003e-09,0.8655,0.03835,0.3514,0.6419,-19.32,-17.34,-20.11,-14.85,0.1078,0.3585,0.15,0.8703,0.02367,-22.07,7.739e-11,-17.7,1.09e-11,4,0.08389,0.05058,0.6506,13820000,12090000,-11.4,-10.34,-11.85,14
51219.336,9.77e-15,0,2.544e-09,1.182e-09,0.3561,0.03483,0.1261,0.3676,-18.17,-20.51,-20.18,-16.54,0.07862,0.2369,0.05007,2.226,0.002745,-22.8,1.311e-10,-19.12,1.185e-10,4,0.09649,0.1296,0.5918,12470000,13560000,-11.14,-9.879,-11.27,25
81356.867,3.84e-15,2,6.344e-09,6.791e-10,0.8161,0.1011,0.1336,0.02259,-18.54,-19.02,-19.79,-15.37,0.8792,0.003149,0.01509,0.7488,0.01822,-21.93,5.531e-11,-17.89,1.09e-11,4,0.05677,0.07175,0.604,12710000,12260000,-11.93,-8.836,-11.55,27
36855.953,1.289e-14,1,6.685e-09,8.251e-10,0.9762,0.05066,0.1544,0.4377,-18.49,-19.51,-19.08,-15.88,0.2358,0.2406,0.562,1.106,0.009627,-23.05,1.265e-10,-18.37,1.569e-11,4,0.06658,0.07015,0.6906,11160000,14700000,-12.34,-10.66,-11.66,20
12209.371,8.3e-15,2,7.249e-09,1.05e-09,0.4528,0.06923,0.5359,0.3493,-17.66,-19.07,-20,-15.95,0.7938,0.1834,0.4987,4.317,0.003471,-21.99,5.83e-11,-18.78,8.81e-11,1,0.06359,0.06623,0.7381,12930000,15320000,-13.04,-9.858,-13.02,23
26063.609,7.66e-15,0,7.678e-09,9.636e-10,0.342,0.08718,0.3613,0.8294,-18.96,-18.8,-19.86,-16.61,0.8406,0.09409,0.2115,3.167,0.01675,-21.49,3.438e-11,-18.27,1.09e-11,1,0.0441,0.0936,0.5482,13020000,13370000,-10.06,-11.14,-13.69,4
39940.281,9.64e-15,1,5.338e-09,2.076e-10,0.45,0.08308,0.3561,0.04857,-18.68,-18.99,-19.35,-15.07,0.5298,0.1327,0.3621,6.791,0.007893,-23.8,1.8e-10,-18.68,5.978e-11,1,0.0959,0.1059,0.6634,13170000,13170000,-13.22,-9.367,-12.12,4
54907.289,8e-15,2,2.965e-09,1.165e-09,0.7499,0.05765,0.2645,0.1703,-19.37,-20.42,-19.54,-14.45,0.8587,0.3309,0.03895,0.7785,0.01794,-21.29,2.015e-11,-19.28,1.288e-10,1,0.02601,0.07253,0.5818,13080000,12420000,-13.79,-8.964,-11.89,9
12595.734,5.83e-15,2,5.086e-09,2.847e-11,0.8066,0.02583,0.2529,0.2045,-20.49,-18.77,-19.5,-15.72,0.05784,0.3402,0.4646,0.4076,0.001422,-21.98,6.694e-11,-18,1.09e-11,1,0.08479,0.05502,0.6654,13560000,13530000,-12.96,-8.264,-13.49,26
41502.129,1.008e-14,1,1.794e-09,3.801e-10,0.8365,0.1125,0.2351,0.6601,-18.3,-19.88,-19.53,-15.57,0.3696,0.2342,0.3048,0.2586,0.01237,-22.33,8.459e-11,-18.55,4.426e-11,4,0.08604,0.02705,0.6663,11190000,14290000,-14.12,-9.341,-12.61,7
90844.883,1.29e-15,0,8.186e-09,1.316e-10,0.9115,0.07677,0.08638,0.7601,-19.34,-18.57,-19.72,-14.68,0.3115,0.1945,0.1202,5.768,0.003525,-21.78,5.266e-11,-19.54,1.526e-10,1,0.07989,0.01398,0.654,12180000,15440000,-10.64,-10.76,-11.03,11
40227.172,1.333e-14,0,8.674e-09,8.499e-10,0.5435,0.05252,0.4983,0.2917,-19.66,-18.4,-19.47,-15.12,0.6232,0.3359,0.1027,2.84,0.001038,-23.21,1.432e-10,-17.75,1.09e-11,1,0.09005,0.0671,0.5866,11420000,14370000,-12.29,-9.825,-13.24,8
64824.738,1.069e-14,2,4.797e-09,1.116e-09,0.7303,0.1002,0.4206,0.4097,-18.84,-17.71,-19.96,-15.17,0.348,0.3398,0.06486,4.531,0.007336,-23.6,1.642e-10,-19.65,1.877e-10,1,0.08029,0.05566,0.8418,12440000,12040000,-11.61,-10.32,-11.3,24
29141.359,3.75e-15,1,2.853e-09,4.282e-10,0.2141,0.1405,0.09569,0.7294,-19.04,-19.73,-19.74,-15.47,0.7717,0.2937,0.1868,0.8553,0.0202,-23.73,1.809e-10,-18.81,8.183e-11,4,0.07531,0.03208,0.6721,13300000,13910000,-11.97,-10.15,-13.46,11
61437.512,1.283e-14,2,9.061e-09,1.73e-10,0.3614,0.04936,0.2919,0.7936,-18.71,-17.51,-18.53,-16.22,0.9203,0.02394,0.4334,4.191,0.002025,-21.32,1.968e-11,-18.99,1.058e-10,4,0.0606,0.1235,0.631,13590000,13740000,-10.92,-10.1,-11.5,1
59408.418,4.21e-15,2,8.466e-10,1.148e-09,0.9474,0.06774,0.5346,0.9794,-18,-17.47,-20.1,-15.98,0.4691,0.3268,0.008922,0.3997,0.01469,-23.75,1.705e-10,-18.36,1.09e-11,4,0.106,0.07935,0.6483,11550000,15410000,-12.56,-9.062,-11.36,17
29970.025,4.9e-16,2,7.664e-09,9.147e-10,0.228,0.06551,0.4093,0.4834,-18.58,-18.9,-19.87,-14.46,0.7384,0.07709,0.1561,4.885,0.003013,-21.44,3.902e-11,-18.7,7.044e-11,4,0.05904,0.04282,0.6444,13410000,12850000,-13.53,-9.565,-12.56,21
9892.6328,1.185e-14,2,4.512e-09,3.392e-10,0.4606,0.04329,0.3345,0.07311,-18.31,-18.11,-18.89,-14.77,0.2079,0.1851,0.07292,6.968,0.008579,-23.62,1.781e-10,-19.51,1.755e-10,1,0.03762,0.09695,0.6158,11460000,14610000,-12.27,-10.56,-13.11,9
18624.047,2.84e-15,1,3.944e-09,3.509e-10,0.4165,0.131,0.2964,0.6547,-18.56,-18.92,-18.96,-15.43,0.1916,0.07484,0.11,0.8945,0.01265,-22.31,7.199e-11,-19.9,2.669e-10,4,0.09237,0.03945,0.5553,13690000,15670000,-11.59,-10.08,-13.76,12
82581.594,8.85e-15,0,5.977e-09,1.402e-11,0.5936,0.009867,0.3088,0.03048,-18.16,-18.46,-19.89,-15.41,0.9757,0.3204,0.4898,0.4585,0.009751,-21.71,5.722e-11,-18.96,8.352e-11,4,0.1117,0.08784,0.7082,11740000,15960000,-13.12,-9.195,-12.27,20
52369.715,7.9e-15,1,9.258e-10,5.824e-10,0.09411,0.1216,0.2244,0.8336,-20.57,-19.19,-19.63,-14.66,0.06192,0.346,0.5877,0.5553,0.008888,-21.93,7.097e-11,-19.13,1.141e-10,4,0.07295,0.06812,0.6468,12910000,15730000,-12.14,-9.642,-11.16,18
18335.57,1.459e-14,0,6.284e-09,1.015e-09,0.6333,0.09727,0.1017,0.8761,-19.74,-17.82,-19.97,-14.84,0.5596,0.2635,0.2222,0.6277,0.01333,-21.03,5.972e-12,-18.9,1.032e-10,1,0.1184,0.05189,0.6525,11650000,11710000,-11.52,-10.46,-13.52,3
35618.844,7.26e-15,0,8.807e-09,3.161e-10,0.6818,0.02068,0.3647,0.7305,-19.69,-19.8,-18.86,-14.73,0.9197,0.3853,0.09052,0.4941,0.01733,-22.91,1.078e-10,-19.83,2.118e-10,4,0.1044,0.08632,0.607,11900000,15100000,-11.37,-10.03,-12.51,26
47007.832,1.134e-14,0,7.092e-09,2.307e-10,0.5147,0.004889,0.4732,0.5108,-20.34,-18.95,-20.45,-15.05,0.2143,0.1598,0.03535,0.8281,0.01619,-22.49,1.122e-10,-18.09,1.09e-11,4,0.07917,0.07655,0.6951,11820000,12580000,-10.51,-10.97,-11.97,13
